CardName,TaxDate,NumAtCard,U_CUINNUMBER,Taxable Amount,VAT AMOUNT
HYPERMART LTD SR HQ,05/08/2023,702476,0010193240000057125,89880.0,14380.8
FINSBURY TRADING LIMITED MSA,10/08/2023,NIN73032,0110399950000019576,10583.94,1693.43
KENAFRIC BAKERY LTD,12/08/2023,940704,0010195670000067708,802.0,128.32
KENAFRIC BAKERY LTD,13/08/2023,941447,0010195680000090400,1418.0,226.88
KENAFRIC BAKERY LTD,14/08/2023,942132,0010195680000090604,90.0,14.4
MALACHITE LIMITED BEER,08/08/2023,10297743,0190431320000030983,8792.25,1406.76
NEW KCC LTD,13/08/2023,95104649,0190428740000094428,1202.63,192.42
CANON CHEMICALS LTD,08/08/2023,INV23-002377,0190979100000006527,58537.56,9366.01
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,08/08/2023,SINV100166,0190434240000027044,5493.56,878.97
SUPERSLEEK LIMITED,12/08/2023,177980,0040075150000014146,87688.13,14030.1
HUSEINI BAKERY LTD,10/08/2023,35321,0172171000000000042,10155.19,1624.83
NEW KCC LTD,14/08/2023,95105260,0190428740000094697,721.56,115.45
WINNIES PURE HEALTH,10/08/2023,137318,0190276130000009082,18237.63,2918.02
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,13/08/2023,9730259825,0040094810000156933,1853.44,296.55
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,07/08/2023,SINV100044,0190434240000026958,1531.13,244.98
SIDDHAM BEVERAGES LIMITED,10/08/2023,78110,0190406900000007170,19878.19,3180.51
BROOKSIDE DAIRY,06/08/2023,2308071474,0040095430000155014,6187.38,989.98
BROOKSIDE DAIRY,05/08/2023,2308060785,0040095430000153367,2544.13,407.06
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,11/08/2023,SINV100524,0190434240000027293,809.63,129.54
LEMOC LIMITED,08/08/2023,11331,0040306690000007590,10921.0,1747.36
MAXAM LIMITED,04/08/2023,IN274914,0040095960000011284,17006.88,2721.1
MIBISCO LTD,08/08/2023,356637,0170495940000044663,977.56,156.41
CANON CHEMICALS LTD,09/08/2023,INV23-002417,0190979100000006580,33591.13,5374.58
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,10/08/2023,SINV100436,0190434240000027214,713.5,114.16
WINNIES PURE HEALTH,09/08/2023,137261,0190276130000009010,13295.06,2127.21
WINNIES PURE HEALTH,09/08/2023,137263,0190276130000009011,1166.88,186.7
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,01/08/2023,SINV099757,0190434240000026781,835.88,133.74
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,09/08/2023,SINV100295,0190434240000027147,835.88,133.74
HEALTHY KAJUJU,05/08/2023,6050823,0110378450000001369,13080.0,2092.8
BROADWAYS BAKERY LTD,07/08/2023,1404230801,0110397360000047502,224.13,35.86
THE WELL HUNG BUTCHER LTD SR,03/08/2023,16052,0040095540000003070,13402.13,2144.34
THE WELL HUNG BUTCHER LTD SR,03/08/2023,16069,0040095540000003084,9798.56,1567.77
TWIRL ENTERPRISES LTD,08/08/2023,3952,0190178920000001524,169198.25,27071.72
LEMOC LIMITED,08/08/2023,11320,0040306690000007572,34415.0,5506.4
BROADWAYS BAKERY LTD,08/08/2023,1404230806,0110397340000113374,112.06,17.93
MIBISCO LTD,08/08/2023,E28128,0170495930000008872,4922.44,787.59
ITALIAN GELATI AND FOOD PRODUCTS LTD,02/08/2023,116935,0110609430000002874,8145.38,1303.26
KENYA WINE AGENCIES KWAL,08/08/2023,0000458461,0110144790000013407,86942.38,13910.78
MILL BAKERS LIMITED,10/08/2023,C161473,0040078680000070469,6521.56,1043.45
HEALTH AND HAPPINESS CONSULT LTD,08/08/2023,1832,0170515700000000664,7140.0,1142.4
MIBISCO LTD,07/08/2023,356494,0170495940000044507,3365.5,538.48
CHOICE MEATS BEEF PLANT,08/08/2023,B-SI000138567,0090972440000192298,3982.81,637.25
MIBISCO LTD,08/08/2023,356732,0170495940000044758,2524.19,403.87
QUALITY MEAT PACKERS LTD,08/08/2023,718887,0110400110000069855,18584.31,2973.49
HASBAH KENYA LTD P AND G,04/08/2023,NBIINV1074285,0090972930000019788,37622.88,6019.66
HASBAH KENYA LTD,04/08/2023,NBIINV1074311,0090972930000019817,134123.0,21459.68
HASBAH KENYA LTD CADBURY,05/08/2023,NBIINV1074340,0090972960000010021,149717.19,23954.75
DION WINE AND SPIRIT E A LIMITED,06/08/2023,INV41430,0170954920000007457,23429.25,3748.68
SUDI CHEMICAL INDUSTRIES LTD,07/08/2023,34719,0430201360000001983,4054.25,648.68
HASBAH KENYA LTD,04/08/2023,NBIINV1074306,0090972930000019815,48803.0,7808.48
HASBAH KENYA LTD P AND G,04/08/2023,NBIINV1074110,0090972930000019599,27957.44,4473.19
AFRICA FUTURE VENTURES LTD NO GRN,02/08/2023,CFS/008/023,0040579800000000697,41219.13,6595.06
ZENKO KENYA LIMITED,11/08/2023,IN424515,0190433770000069351,14975.88,2396.14
BROOKSIDE DAIRY,13/08/2023,2308141390,0040095410000319487,6197.69,991.63
KEVAN TRADERS LIMITED MISS MUFFINS,14/08/2023,17281,0110659940000002554,5390.0,862.4
SHALINA HEALTHCARE K LTD,14/08/2023,0001673T01,0190437890000006633,5955.69,952.91
SIERRA PREMIUM BREWERIES,11/08/2023,IN004741,0040071940000003754,3724.13,595.86
BROOKSIDE DAIRY,12/08/2023,2308130697,0040095430000159532,4008.75,641.4
EAST AFRICA UNILEVER  K  U L,12/08/2023,5230252850,0110161060000007279,38104.25,6096.68
GOLD CROWN BEVERAGES,11/08/2023,152597,0040092890000016739,58633.38,9381.34
SLATER AND WHITTAKER LTD,14/08/2023,35232,0110393590000008950,4675.88,748.14
KENYA TEA PACKERS KETEPA,07/08/2023,000271027,0020001490000010079,56349.63,9015.94
MIG TRADING COM LTD,14/08/2023,7525,0040010510000000845,14327.56,2292.41
PROMASIDOR KENYA LTD,14/08/2023,0000000000683,0040072330000015727,5915.63,946.5
BRAND IMPORT AFRICA 2ND ACCOUNT SR,15/08/2023,24573,0190430430000002008,850.0,136.0
BRAND IMPORT AFRICA 2ND ACCOUNT SR,15/08/2023,24571,0190430430000002006,10047.0,1607.52
MIBISCO LTD,09/08/2023,356804,0170495940000044832,2782.81,445.25
SIDDHAM BEVERAGES LIMITED,09/08/2023,78088,0190406900000007149,15821.56,2531.45
TOYZOONA  LIMITED NO GRN,09/08/2023,INV/2023/00457,0190978300000000533,125331.38,20053.02
MAGNUM VENTURES LIMITED,10/08/2023,15895,0110369190000001141,5689.69,910.35
RICKS LTD,09/08/2023,0287,0170942170000000287,9758.0,1561.28
RICKS LTD,09/08/2023,0286,0170942170000000286,14537.0,2325.92
MAXAM LIMITED,04/08/2023,IN274913,0040095960000011283,25776.75,4124.28
EVEREADY EAST AFRICA PLC HQ,07/08/2023,E088858,0103986700000000967,6637.94,1062.07
HASBAH KENYA LTD P AND G,04/08/2023,NBIINV1074154,0090972930000019650,194117.25,31058.76
TWIGA CHEMICAL I LIMITED,03/08/2023,INV1009128,0020112920000007842,25329.31,4052.69
BIO FOOD PRODUCTS LTD,14/08/2023,1060091,0190980270000015131,24994.13,3999.06
MIBISCO LTD,07/08/2023,356482,0170495940000044495,7807.06,1249.13
BROADWAYS BAKERY LTD,09/08/2023,1404230810,0110397360000047932,168.13,26.9
WINNIES PURE HEALTH,10/08/2023,137305,0190276130000009066,9578.38,1532.54
DEBENHAM AND FEAR LTD HQ,04/08/2023,546752,0040071920000031699,79187.25,12669.96
DEBENHAM AND FEAR LTD HQ,04/08/2023,546753,0040071920000031700,26787.56,4286.01
LAKHANI GENERAL SUPPLIERS LTD,05/08/2023,1081439,0040559740000018006,2327.63,372.42
RAZCO LTD 2ND,07/08/2023,2306008137,0190407180000029643,15217.69,2434.83
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,10/08/2023,SINV100443,0190434240000027220,1832.56,293.21
ADARSH MANUFACTURERS LTD,10/08/2023,0002681,0190275950000002681,5793.13,926.9
NUTRI DELIGHTS LTD SR,02/08/2023,00577,0040795510000000619,2328.0,372.48
BIO FOOD PRODUCTS LTD,10/08/2023,6005013,0190980270000014383,2247.19,359.55
CHERUBET COMPANY LIMITED,01/08/2023,32194,0040242420000001809,612.5,98.0
MIBISCO LTD,09/08/2023,356894,0170495940000044923,4863.81,778.21
DELISH AND NUTRI LTD,04/08/2023,3570,0090777980000000772,2118.5,338.96
RENTOKIL INITIAL,06/07/2023,0020115310000079810,0020115310000079810,4000.0,640.0
RENTOKIL INITIAL,06/07/2023,0020115310000077130,0020115310000077130,10775.88,1724.14
RENTOKIL INITIAL,06/07/2023,0020115310000077129,0020115310000077129,11638.06,1862.09
RENTOKIL INITIAL,10/07/2023,0020115310000080579,0020115310000080579,11638.0,1862.08
RENTOKIL INITIAL,11/08/2023,0020115310000081286,0020115310000081286,10775.88,1724.14
EIM SOLUTIONS LIMITED,14/08/2023,0110396190000000106,0110396190000000106,2460000.0,393600.0
RENTOKIL INITIAL,11/07/2023,0020115310000081282,0020115310000081282,10776.0,1724.16
RENTOKIL INITIAL,11/07/2023,0020115310000081284,0020115310000081284,10776.0,1724.16
ZAYN AUTO CARE LIMITED,15/08/2023,0110153680000000789,0110153680000000789,10350.0,1656.0
RENTOKIL INITIAL,11/07/2023,0020115310000081280,0020115310000081280,12568.94,2011.03
RENTOKIL INITIAL,12/07/2023,0020115310000081617,0020115310000081617,7020.0,1123.2
PREMIER FOODS  LIMITED,17/08/2023,01SI053199,0040094650000014397,2862.56,458.01
RENTOKIL INITIAL,12/07/2023,0020115310000081619,0020115310000081619,10776.0,1724.16
RENTOKIL INITIAL,13/07/2023,0020115310000081767,0020115310000081767,10775.88,1724.14
RENTOKIL INITIAL,14/07/2023,0020115310000082006,0020115310000082006,10776.0,1724.16
RENTOKIL INITIAL,19/07/2023,0020115310000083143,0020115310000083143,10776.0,1724.16
RENTOKIL INITIAL,19/07/2023,0020115310000083145,0020115310000083145,10776.0,1724.16
PREMIER FOODS  LIMITED,17/08/2023,01SI052550,0040094650000013583,18411.88,2945.9
COMPULYNX LIMITED,16/08/2023,0010026610000001707,0010026610000001707,185000.0,29600.0
PREMIER FOODS  LIMITED,17/08/2023,01SI052372,0040094650000013336,105773.94,16923.83
PREMIER FOODS  LIMITED,17/08/2023,01SI053418,0040094650000014616,12660.06,2025.61
RENTOKIL INITIAL,24/07/2023,0020115310000083984,0020115310000083984,10776.0,1724.16
RENTOKIL INITIAL,24/07/2023,0020115310000083986,0020115310000083986,10776.0,1724.16
RENTOKIL INITIAL,24/07/2023,0020115310000083988,0020115310000083988,10775.88,1724.14
RENTOKIL INITIAL,25/07/2023,0020115310000084695,0020115310000084695,11638.0,1862.08
RENTOKIL INITIAL,25/07/2023,0020115310000084697,0020115310000084697,10776.0,1724.16
RENTOKIL INITIAL,25/07/2023,0020115310000084699,0020115310000084699,10776.0,1724.16
RENTOKIL INITIAL,26/07/2023,0020115310000084924,0020115310000084924,10776.0,1724.16
RENTOKIL INITIAL,27/07/2023,0020115310000085226,0020115310000085226,10776.0,1724.16
RENTOKIL INITIAL,28/07/2023,0020115310000085449,0020115310000085449,11638.06,1862.09
RENTOKIL INITIAL,31/07/2023,0020115310000085809,0020115310000085809,10775.88,1724.14
RENTOKIL INITIAL,31/07/2023,0020115310000085806,0020115310000085806,10776.0,1724.16
RENTOKIL INITIAL,31/07/2023,0020115310000085808,0020115310000085808,11638.06,1862.09
RENTOKIL INITIAL,31/07/2023,0020115310000086914,0020115310000086914,10776.0,1724.16
NG WINDSONG KENYA LTD,14/08/2023,02718,0040274730000002718,6922.31,1107.57
GITHUNGURI DAIRY FARMERS,14/08/2023,P1859699/INV,0190431530000037575,2150.69,344.11
GITHUNGURI DAIRY FARMERS,14/08/2023,P1859989/INV,0190431530000037461,848.25,135.72
MISS BEAUTY COMPANY LTD HQ,07/08/2023,MB-10904-2023,0110152390000001252,208940.25,33430.44
ODEX CHEMICALS,15/08/2023,INV007977,0190407500000005064,13248.0,2119.68
NORDA INDUSTRIES LTD.,08/08/2023,INV202311184,0110396260000017692,25661.63,4105.86
VEETEE AFRICA LIMITED,15/08/2023,VAL  005098,0170927680000000741,14379.31,2300.69
RAMJI HARIBHAI DEVANI LTD,11/08/2023,292755,0020108780000023405,3534.13,565.46
BROOKSIDE DAIRY,14/08/2023,2308150818,0040095410000320539,5329.75,852.76
BIO FOOD PRODUCTS LTD,15/08/2023,1060161,0190979930000000002,22258.44,3561.35
NEW KCC LTD,14/08/2023,95105372,0190428740000094808,1897.75,303.64
NEW KCC LTD,13/08/2023,95104735,0190428740000094514,860.19,137.63
SUPERSLEEK LIMITED,12/08/2023,177981,0040075150000014147,53879.63,8620.74
VIVA GLOBAL LIMITED,14/08/2023,147649,0090542210000007002,131137.13,20981.94
PWANI OIL PRODUCTS LTD.,14/08/2023,2351004749,0010193960000054429,19406.06,3104.97
ROSITALIA  LIMITED,08/08/2023,INV-16130,0110607190000001927,24836.44,3973.83
BRIGHT BONIKA FOOD LIMITED,14/08/2023,11473,0110687730000001322,6258.63,1001.38
DPL FESTIVE  LIMITED,12/08/2023,5373047,0020108540000249808,2196.5,351.44
BUDGET MEALS COMPANY LTD,14/08/2023,0503,0040552120000000503,6912.0,1105.92
BROOKSIDE DAIRY,12/08/2023,2308131313,0040095410000318847,29975.69,4796.11
SUPERSLEEK LIMITED,12/08/2023,177977,0040075150000014143,36396.0,5823.36
BROADWAYS BAKERY LTD,07/08/2023,1869230230,0110397360000047476,224.13,35.86
MISS BEAUTY COMPANY LTD HQ,07/08/2023,MB-10902-2023,0110152390000001253,152996.38,24479.42
MISS BEAUTY COMPANY LTD HQ,07/08/2023,MB-10903-2023,0110152390000001251,156902.13,25104.34
NEW KCC LTD,13/08/2023,95104347,0190428680000015879,6784.88,1085.58
MOMBASA MAIZE MILLERS LIMITED,01/08/2023,SIN-0000644824,0110168620000276001,62736.56,10037.85
NEW KCC LTD,12/08/2023,95103515,0190428680000015810,5612.5,898.0
OCEAN DISTRIBUTORS LIMITED,11/08/2023,16100,0111779460000005218,122532.75,19605.24
OZ FOODS AND BEVERAGES LTD,07/08/2023,22182,0110606400000001038,26394.63,4223.14
FARMERS CHOICE LTD,11/08/2023,SI+N000282848,0090541490000051737,77445.5,12391.28
SHAMULA LIMITED,07/08/2023,60260,0090774550000001144,12120.0,1939.2
OXOPLAST KENYA LIMITED,14/08/2023,OXOP/INV/12338,0110395880000002605,20000.0,3200.0
KENAFRIC BAKERY LTD,15/08/2023,943023,0010192830000063707,1628.5,260.56
NATURES TOUCH SR,15/08/2023,1082,0170511430000000165,5487.81,878.05
KENAFRIC BAKERY LTD,13/08/2023,941395,0010195680000090367,1980.0,316.8
OSHO CHEMICAL INDUSTRIES LTD,11/08/2023,PSD0044943,0110167990000019735,12563.63,2010.18
THE SCENTURY KENYA LIMITED SR,14/08/2023,113/2023,0040135310000000140,4396.56,703.45
KENAFRIC BAKERY LTD,14/08/2023,942238,0010192830000063307,10031.0,1604.96
NORDA INDUSTRIES LTD.,12/08/2023,INV202311548,0110396260000018069,27930.0,4468.8
DEBENHAM AND FEAR LTD HQ,04/08/2023,546800,0040071920000031770,25045.0,4007.2
BROADWAYS BAKERY LTD,08/08/2023,1861230447,0110397370000063884,448.25,71.72
NORDA INDUSTRIES LTD.,09/08/2023,INV202311273,0110396260000017788,16017.94,2562.87
HEALTHCARE DIRECT K LTD,02/08/2023,108238,0040073490000007560,10680.0,1708.8
FARMERS CHOICE LTD DELI,11/08/2023,SI+N000282780,0090541490000051655,9907.25,1585.16
FARMERS CHOICE LTD,12/08/2023,SI+N000282940,0090541490000051734,92111.81,14737.89
KENAFRIC BAKERY LTD,15/08/2023,943042,0010195680000090805,570.0,91.2
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,15/08/2023,9730260242,0040094810000158524,4733.81,757.41
STENTOR ENTERPRISES LIMITED NO GRN,16/08/2023,1496,1821564210000000389,105789.5,16926.32
HEALTHCARE DIRECT K LTD,14/08/2023,108492,0040073490000007807,2520.0,403.2
ODEX CHEMICALS,15/08/2023,INV007976,0190407500000005063,6270.0,1003.2
FARMERS CHOICE LTD,11/08/2023,SI+N000282896,0090541490000051721,69056.5,11049.04
KENCHIC FROZEN,12/08/2023,KSIN4682430,0020594590000069607,10266.56,1642.65
MERIT AFRICA LTD,15/08/2023,127074,0110164060000010842,12190.0,1950.4
MERIT AFRICA LTD 2ND ACCOUNT SR,15/08/2023,127077,0110164060000010844,36875.0,5900.0
CALIBER FOODS LIMITED,15/08/2023,6991,0040016430000003536,7934.5,1269.52
DPL FESTIVE  LIMITED,14/08/2023,5375715,0020108550000319682,2909.0,465.44
DEVYANI FOOD INDUSTRIES K LIMITED,15/08/2023,9730260310,0040094810000158623,14348.25,2295.72
BROOKSIDE DAIRY,14/08/2023,2308151061,0040095430000161012,13839.31,2214.29
BROOKSIDE DAIRY,14/08/2023,2308151048,0040095420000346000,469.88,75.18
KAPA OIL REFINERIES LTD,11/08/2023,90283117,0110168250000034749,122488.5,19598.16
STENTOR ENTERPRISES LIMITED NO GRN,16/08/2023,1499,1821564210000000392,23901.31,3824.21
MALINDI INDUSTRIES LIMITED,09/08/2023,9518,0040307830000001031,17689.69,2830.35
NABICO ENTERPRISES LTD SR HQ,12/08/2023,01261838,0010197310000022731,93360.0,14937.6
R D ENTERPRISES LIMITED SR,15/08/2023,3354,0040794290000000531,6788.44,1086.15
BURHANI BAKERS,12/08/2023,8388,0190444250000003344,4725.44,756.07
MIBISCO LTD,12/08/2023,MIB/93233,0430833590000021451,11579.88,1852.78
COASTAL BOTTLERS LTD,11/08/2023,67708..,0190407010000014366,139736.69,22357.87
ESTILO LIMITED 2ND ACC SR,14/08/2023,14059,0170493180000001892,10991.38,1758.62
BAPLIX COMPANY LTD,28/07/2023,7095,0040336540000001196,15815.31,2530.45
BURHANI BAKERS,11/08/2023,8859,0190329250000004701,2620.69,419.31
STENTOR ENTERPRISES LIMITED NO GRN,16/08/2023,1500,1821564210000000393,147118.44,23538.95
AQUAMIST LIMITED,14/08/2023,90230107,0110392400000066312,57158.88,9145.42
KENMEAT LIMITED,15/08/2023,INV17077,0090969560000008932,862.06,137.93
JAK INDUSTRIES LTD,14/08/2023,26640,0430205880000001514,5785.5,925.68
KENAFRIC BAKERY LTD,15/08/2023,943028,0010195680000090795,135.0,21.6
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,14/08/2023,9730260125,0040094810000158369,2128.94,340.63
MALACHITE LIMITED,11/08/2023,10298108,0190431320000031409,23255.0,3720.8
KILIMANI GREENGROCERS AND  SUNDRIES LTD,10/08/2023,507570,0090971310000002327,2376.0,380.16
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,12/08/2023,SINV100699,0190434240000027438,5425.56,868.09
NATURES HEALTH LTD,09/08/2023,5566,0040912930000001439,1900.88,304.14
MALACHITE LIMITED BEER,10/08/2023,10297973,0190431320000031252,6464.5,1034.32
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,11/08/2023,SINV100566,0190434240000027321,2509.69,401.55
STENTOR ENTERPRISES LIMITED NO GRN,16/08/2023,1498,1821564210000000391,143763.19,23002.11
LEMOC LIMITED,08/08/2023,11322,0040306690000007570,43837.0,7013.92
LEMOC LIMITED,08/08/2023,11321,0040306690000007571,15099.0,2415.84
NEW CRYSTAL DAIRY,08/08/2023,64101,0430842260000000263,6155.19,984.83
BROADWAYS BAKERY LTD,08/08/2023,1075230345,0110397340000113367,168.13,26.9
KENYA TEA PACKERS KETEPA,15/08/2023,000271390,0020001490000010360,79772.44,12763.59
BIASHARA MERCHANT COM LTD,14/08/2023,INV6134,0110392810000003021,18607.75,2977.24
HASBAH KENYA LTD P AND G,11/08/2023,NBIINV1075437,0090972930000021246,149395.94,23903.35
HASBAH KENYA LTD,11/08/2023,NBIINV1075510,0090972930000021335,115627.69,18500.43
KENCHIC FROZEN,12/08/2023,KSIN4682433,0020594590000069608,7750.06,1240.01
PROPACK KENYA LTD,12/08/2023,78922,0040793390000011192,72481.69,11597.07
SUPERSLEEK LIMITED,12/08/2023,177979,0040075150000014145,66685.38,10669.66
BURHANI BAKERS,12/08/2023,8860,0190329250000004709,3599.38,575.9
POLYTHENE INDUSTRIES LIMITED,11/08/2023,188215,0090969180000008386,12950.0,2072.0
FARMERS CHOICE LTD,12/08/2023,SI+N000282987,0090541490000051772,42712.69,6834.03
PREMVATI ENTERPRISES,14/08/2023,2012,0090180790000000415,32327.56,5172.41
ODEX CHEMICALS,15/08/2023,INV007978,0190407500000005065,8759.0,1401.44
STENTOR ENTERPRISES LIMITED NO GRN,16/08/2023,1497,1821564210000000390,186802.63,29888.42
OZ FOODS AND BEVERAGES LTD,11/08/2023,22196,0110606400000001050,126446.94,20231.51
FARMERS CHOICE LTD,12/08/2023,SI+N000282830,0090541490000051653,59508.75,9521.4
FARMERS CHOICE LTD,12/08/2023,SI+N000282929,0090541490000051729,16110.0,2577.6
ROSHNI DIST LTD  R D,31/07/2023,SO/75572,0110400270000011501,10893.63,1742.98
STENTOR ENTERPRISES LIMITED NO GRN,16/08/2023,1509,1821564210000000402,50822.38,8131.58
ECOPACK LIMITED,03/08/2023,768,0041399200000000382,11356.5,1817.04
SMART BRANDS LTD HQ,08/08/2023,IN-978122,0020115030000009559,22115.0,3538.4
STENTOR ENTERPRISES LIMITED NO GRN,16/08/2023,1502,1821564210000000395,68809.19,11009.47
ZENKO KENYA LIMITED,10/08/2023,IN424521,0190433770000069360,169472.0,27115.52
FARMERS CHOICE LTD DELI,11/08/2023,SI+N000282703,0090541490000051551,1862.63,298.02
BROADWAYS BAKERY LTD,26/07/2023,1516230402,0110397370000060935,280.19,44.83
STENTOR ENTERPRISES LIMITED NO GRN,16/08/2023,1510,1821564210000000403,87361.81,13977.89
STENTOR ENTERPRISES LIMITED NO GRN,16/08/2023,1495,1821564210000000388,54217.13,8674.74
MAGNUM VENTURES LIMITED,10/08/2023,15899,0110369190000001146,21041.38,3366.62
MAXAM LIMITED,09/08/2023,IN275101,0040095960000011471,45861.19,7337.79
MORANI LIMITED,31/07/2023,INV69423,0110162030000016826,24387.94,3902.07
TRUFOODS LIMITED T F,12/08/2023,INV-38503,0110159690000020644,15131.25,2421.0
ALISON PRODUCTS LTD,11/08/2023,58338,0190978710000009190,13345.69,2135.31
SBC KENYA LIMITED,14/08/2023,NBPSIN162938,0190431300000005271,5586.19,893.79
GOLDEN AFRICA K LTD,14/08/2023,90116705,0110397880000014225,110762.06,17721.93
SUNVEAT FOODS LIMITED,14/08/2023,M00763,0110159740000012918,8402.56,1344.41
DPL FESTIVE  LIMITED,14/08/2023,5375677,0020108550000319657,1733.75,277.4
STENTOR ENTERPRISES LIMITED NO GRN,16/08/2023,1506,1821564210000000399,55013.19,8802.11
RICKS LTD,08/08/2023,0279,0170942170000000279,20010.0,3201.6
MIBISCO LTD,12/08/2023,MIB/93234,0430833590000021449,9052.31,1448.37
HUSEINI BAKERY LTD,10/08/2023,35340,0110382810000010291,38039.69,6086.35
REGAL PHARMACEUTICALS LIMITED,08/08/2023,32543,0010193270000003471,4548.56,727.77
STENTOR ENTERPRISES LIMITED NO GRN,16/08/2023,1503,1821564210000000396,62651.31,10024.21
ROSHNI DISTRIBUTORS LTD CROCKERY SR,21/07/2023,0350831,0110400270000010790,71481.88,11437.1
EXCEL CHEMICALS LTD,14/08/2023,980192,0190980290000001933,79726.0,12756.16
STENTOR ENTERPRISES LIMITED NO GRN,16/08/2023,1504,1821564210000000397,84868.44,13578.95
HEALTHCARE DIRECT K LTD,14/08/2023,108480,0040073490000007795,12360.0,1977.6
SIDDHAM BEVERAGES LIMITED,09/08/2023,78107,0190406900000007166,12880.31,2060.85
ESTILO LIMITED 2ND ACC SR,12/08/2023,14046,0170493180000001879,13112.06,2097.93
NAIROBI ENTERPRISES LTD,14/08/2023,1400266,0020111100000017499,43889.63,7022.34
MALINDI INDUSTRIES LIMITED,01/08/2023,9490,0040307830000001003,24672.44,3947.59
NG WINDSONG KENYA LTD,11/08/2023,02676,0040274730000002676,5088.81,814.21
BOWIP AGENCIES LTD,10/08/2023,166933,0020115770000005716,16616.38,2658.62
ODEX CHEMICALS,15/08/2023,INV007991,0190407500000005079,2837.0,453.92
MANJI FOOD INDUSTRIES LTD,14/08/2023,IS2308000097,0171744540000002052,3698.25,591.72
NEW KCC LTD,15/08/2023,95105999,0190428730000014259,15349.69,2455.95
C AND R FOOD INDUSTRIES LTD,10/08/2023,46990,0010193440000003919,7319.13,1171.06
ODEX CHEMICALS,11/08/2023,M-INV01138,0190407500000005040,4680.0,748.8
DPL FESTIVE  LIMITED,13/08/2023,5374698,0020108550000319304,474.44,75.91
DPL FESTIVE  LIMITED,12/08/2023,5372946,0020108540000249779,2235.75,357.72
NORDA INDUSTRIES LTD.,09/08/2023,INV202311270,0110396260000017785,55201.0,8832.16
